system:index,date,radiance,.geo
75,2020-04,13.486116824804958,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2020-05,13.393112682934458,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2020-06,13.809350353288496,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2020-07,14.124818708401124,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2020-08,13.210323927288917,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2020-09,12.855666867016227,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2020-10,12.579251381923473,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2020-11,12.092172756987997,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2020-12,10.08863997746176,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2021-01,13.705633284988778,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2021-02,19.62793596778597,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2021-03,13.486005297064747,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2021-04,13.793271331408514,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2021-05,15.230701489047432,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2021-06,16.344574009612103,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2021-07,16.718200300697987,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2021-08,14.201804390556346,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2021-09,13.408207032143485,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2021-10,13.583834701024804,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2021-11,14.635732482669972,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2021-12,15.998346147193496,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2022-01,18.087511480274056,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-02,14.0679309131517,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2022-03,7.376947639040174,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2022-04,6.558341574513346,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2022-05,6.708958153011398,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2022-06,6.818761142118615,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2022-07,7.07613538825656,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2022-08,6.668372347766212,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2022-09,6.8766033962058755,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2022-10,5.4914159687374955,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2022-11,4.3201781765008755,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2022-12,3.2834327249936766,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2023-01,2.5960257396156012,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2023-02,3.525341480027086,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2023-03,5.136759081388076,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2023-04,5.68133114704968,"{""type"":""MultiPoint"",""coordinates"":[]}"
