system:index,date,radiance,.geo
75,2020-04,16.748291227772494,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2020-05,16.379086280477498,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2020-06,16.72127565111883,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2020-07,16.994640185418834,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2020-08,16.207332066991228,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2020-09,15.78118681467057,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2020-10,14.984964681463017,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2020-11,14.87911006918802,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2020-12,13.885316562068562,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2021-01,14.087113165569537,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2021-02,15.710221656026276,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2021-03,15.197328489834117,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2021-04,15.785923479574631,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2021-05,15.857375680645843,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2021-06,16.185886071817112,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2021-07,16.244407391651592,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2021-08,15.673364224186448,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2021-09,15.524672148329268,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2021-10,15.233288655004221,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2021-11,13.96757073555006,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2021-12,14.784003176291522,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2022-01,14.538676538267357,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-02,15.182685162259913,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2022-03,18.1636930727203,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2022-04,17.675740175526386,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2022-05,17.830071350649153,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2022-06,17.808182123374053,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2022-07,18.018904188457043,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2022-08,16.862103544078067,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2022-09,15.435911869859435,"{""type"":""MultiPoint"",""coordinates"":[]}"
105,2022-10,14.690012447192212,"{""type"":""MultiPoint"",""coordinates"":[]}"
106,2022-11,14.612148977831582,"{""type"":""MultiPoint"",""coordinates"":[]}"
107,2022-12,14.141296352453296,"{""type"":""MultiPoint"",""coordinates"":[]}"
108,2023-01,13.645566776352897,"{""type"":""MultiPoint"",""coordinates"":[]}"
109,2023-02,14.897859080402846,"{""type"":""MultiPoint"",""coordinates"":[]}"
110,2023-03,14.605357164344886,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2023-04,16.06940188886653,"{""type"":""MultiPoint"",""coordinates"":[]}"
112,2023-05,15.822430898246045,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2023-06,15.910010462514842,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2023-07,15.936441578697892,"{""type"":""MultiPoint"",""coordinates"":[]}"
115,2023-08,15.547048166368935,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2023-09,15.285757044309328,"{""type"":""MultiPoint"",""coordinates"":[]}"
117,2023-10,14.179141438277178,"{""type"":""MultiPoint"",""coordinates"":[]}"
118,2023-11,14.474785111488712,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2023-12,14.1340683532483,"{""type"":""MultiPoint"",""coordinates"":[]}"
120,2024-01,16.8997234851251,"{""type"":""MultiPoint"",""coordinates"":[]}"
